StorageUnit,name,carrier,bus,p_nom,capital_cost,max_hours,efficiency_store,efficiency_dispatch,cyclic_state_of_charge,p_min_pu,build_year,control,type,p_nom_extendable,p_nom_min,p_nom_max,p_max_pu,p_set,q_set,sign,marginal_cost,lifetime,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge_per_period,standing_loss,inflow,p_nom_opt,country,bidding_zone,p_set_before_scaling
110 hydro,Langstrommen,hydro,6845,40.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,30.0353052733367,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,40.0
113 hydro,Lovons Krv 2,hydro,6829,37.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,27.7826573778364,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,37.0
115 hydro,Mockfjard 2,hydro,6631,12.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,19.353789294674,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,12.0
116 hydro,Motala,hydro,6341,14.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,22.5794208437863,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,14.0
117 hydro,Nissastrom,hydro,6315,11.2,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,18.0635366750291,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,11.2
118 hydro,Norrange 5,hydro,6633,40.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,30.0353052733367,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,40.0
119 hydro,Ojeforsen 2,hydro,6849,27.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,20.2738310595022,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,27.0
121 hydro,Prastforsens Krv,hydro,6582,3.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,0.0
123 hydro,Randi 4,hydro,7003,86.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,32.5033401222803,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_1,86.0
124 hydro,Rebnisjaure Rebnis Krv 3,hydro,6924,64.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,48.0564884373387,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,64.0
125 hydro,Rengard 6,hydro,6932,36.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,13.6060493535127,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_1,36.0
126 hydro,Sadvajaur Sadva,hydro,6947,31.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,23.2773615868359,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,31.0
127 hydro,Sikfors 3,hydro,6933,40.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.1178326150141,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_1,40.0
128 hydro,Sils 2,hydro,6826,12.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.010591582001,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,12.0
129 hydro,Skagern Gullspang,hydro,6340,40.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,64.5126309822467,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,40.0
130 hydro,Skymnas 3,hydro,6827,15.6,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,11.7137690566013,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,15.6
131 hydro,Solleftea 2,hydro,6802,62.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,46.5547231736718,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,62.0
132 hydro,Stora Stensjon,hydro,6600,99.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,159.66876168106,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,99.0
133 hydro,Storavan Bergnas Krv 4,hydro,6925,8.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.00706105466733,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,8.0
134 hydro,Svartafors 2,hydro,6341,4.62483826327775,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,0.0
135 hydro,Tasan 3,hydro,6630,40.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,64.5126309822467,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,40.0
136 hydro,Trangfors,hydro,6644,73.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,117.7355515426,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,73.0
137 hydro,Traryd,hydro,6349,14.4,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,48.9968769451895,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_4,14.4
138 hydro,Turinge 2,hydro,6600,18.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,29.030683942011,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,18.0
139 hydro,Vassinkoski 5,hydro,6846,8.69330500616118,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.52765174235692,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_2,8.69330500616118
140 hydro,Yngeredsfors 2,hydro,6315,18.8,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,30.3209365616559,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,SE,SE_3,18.8
142 hydro,Tainionkoski 2,hydro,6573,65.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,50.3229169269876,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,65.5
156 hydro,Taivalkoski 2,hydro,6910,133.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,102.182411470066,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,133.0
159 hydro,Valajaskoski,hydro,6912,101.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,77.5971696126068,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,101.0
161 hydro,Pirttikoski,hydro,6914,152.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,116.779898822933,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,152.0
163 hydro,Melo,hydro,6547,70.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,53.7802165631928,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,70.0
167 hydro,Pamilo 3,hydro,6903,85.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,65.304548683877,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,85.0
169 hydro,Porttipahta 4,hydro,6994,35.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,26.8901082815964,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,35.0
172 hydro,Seitakorva,hydro,6916,144.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,110.633588358568,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,144.0
178 hydro,Jylhama 2,hydro,6923,55.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,42.2558844425086,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,55.0
183 hydro,Petajaskoski,hydro,7055,182.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,139.828563064301,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,182.0
184 hydro,Pyhakoski 3,hydro,6921,148.9,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,114.398203517992,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,148.9
186 hydro,Vanttauskoski,hydro,6913,95.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,72.9874367643331,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,FI,FI,95.0
246 hydro,Svartisen,hydro,7006,720.0,177831.093925293,8116.39,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,293.247961952728,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,720.0
247 hydro,Skjomen,hydro,6996,300.0,177831.093925293,1884.96,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,122.186650813637,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,300.0
248 hydro,Kobbelv,hydro,7007,300.0,177831.093925293,7070.04,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,122.186650813637,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,300.0
249 hydro,Alta Krv,hydro,7019,165.0,177831.093925293,389.7,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,67.2026579475001,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,165.0
250 hydro,Straumsmo,hydro,7020,130.0,177831.093925293,14.6861538461539,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,52.9475486859092,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,130.0
251 hydro,Ana Sira,hydro,6360,150.0,177831.093925293,114.7,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,93.5408161753658,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,150.0
252 hydro,Torpa,hydro,6718,164.0,177831.093925293,1778.33333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,111.971265330268,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,164.0
253 hydro,Tyin,hydro,6666,390.0,177831.093925293,2380.35187165775,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,138.338713943509,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,390.0
254 hydro,Tysso,hydro,6680,220.0,177831.093925293,2652.15357142857,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,137.193197057203,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,220.0
255 hydro,Kolsvik,hydro,6939,128.0,177831.093925293,1707.5953125,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,52.1329710138182,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,128.0
256 hydro,Jostedal,hydro,6657,290.0,177831.093925293,4770.77083333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,102.867248829789,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,290.0
257 hydro,Hylen,hydro,6683,160.0,177831.093925293,45.375,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,99.7768705870568,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,160.0
258 hydro,Holen,hydro,6705,415.0,177831.093925293,2971.25076923077,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,258.796258085179,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,415.0
259 hydro,Hol,hydro,6670,230.0,177831.093925293,3357.35650406504,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,81.5843697615566,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,230.0
260 hydro,Hjartdola,hydro,6725,120.0,177831.093925293,1029.8,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,74.8326529402926,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,120.0
261 hydro,Hemsil,hydro,6715,110.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,39.0186116250923,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,110.0
262 hydro,Usta,hydro,6716,186.2,177831.093925293,2516.25,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,66.0478680417471,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,186.2
263 hydro,Vemork,hydro,6722,204.0,177831.093925293,5.13333333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,127.215509998497,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,204.0
264 hydro,Vinje,hydro,6704,309.0,177831.093925293,516.096,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,192.694081321253,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,309.0
265 hydro,Tunnsjodal,hydro,6941,171.2,177831.093925293,40.1818181818182,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,69.7278487309819,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,171.2
266 hydro,Tonstad,hydro,6357,960.0,177831.093925293,76.9165416666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,598.661223522341,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,960.0
267 hydro,Tokke,hydro,6711,440.0,177831.093925293,24.3013953488372,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,274.386394114406,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,440.0
268 hydro,Solhom,hydro,6708,200.0,177831.093925293,848.736,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,124.721088233821,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,200.0
269 hydro,Songa,hydro,6703,136.0,177831.093925293,4000.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,84.8103399989983,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,136.0
270 hydro,Sonna 2,hydro,6683,275.0,177831.093925293,202.61113132048,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,171.491496321504,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,275.0
271 hydro,Steinsfoss,hydro,6365,115.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,71.7146257344471,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,115.0
272 hydro,Steinsland,hydro,6651,170.0,177831.093925293,288.677647058824,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,60.3014906933244,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,170.0
273 hydro,Suldal,hydro,6687,320.3,177831.093925293,255.227878787879,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,199.740822806464,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,320.3
274 hydro,Sundsbarm 2,hydro,6725,110.0,177831.093925293,2343.67567567568,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,68.5965985286016,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,110.0
275 hydro,Sundsfjord 2,hydro,7006,102.0,177831.093925293,2136.3125,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,41.5434612766364,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,102.0
276 hydro,Svelgen,hydro,6647,140.2,177831.093925293,2726.11139240506,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,88.0459532382555,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,140.2
277 hydro,Sy Sima,hydro,6668,720.0,177831.093925293,1649.54525806452,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,255.394548818786,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,720.0
278 hydro,Tafjord,hydro,6860,113.0,177831.093925293,1540.71301247772,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,70.9642847070105,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,113.0
279 hydro,Tjodan,hydro,6697,113.0,177831.093925293,1776.87272727273,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,70.4674148521089,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,113.0
280 hydro,Tjorhom,hydro,6700,120.0,177831.093925293,2872.37166666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,74.8326529402926,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,120.0
281 hydro,Askara 2,hydro,6647,133.0,177831.093925293,2090.57795275591,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,83.5243350976318,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,133.0
282 hydro,Aura,hydro,6872,283.0,177831.093925293,280.763793103448,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,177.724713027292,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,283.0
283 hydro,Aurland,hydro,6662,1273.0,177831.093925293,478.995238095238,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,451.551750897659,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1273.0
284 hydro,Bjolvo,hydro,6655,103.2,177831.093925293,1967.48991935484,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,36.6065519973593,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,103.2
